p_id,p_id2,distance
4hg4,4bh1,0.608
4hg4,4bh2,0.525
4hg4,4bh3,0.540
4hg4,4bh4,0.550
4hg4,4bsa,0.754
4hg4,4bsb,0.773
4hg4,4bsc,0.755
4hg4,4bsd,0.776
4hg4,4bse,0.762
4hg4,4bsf,0.805
4hg4,4bsg,0.748
4hg4,4bsh,0.781
4hg4,4bsi,0.732
4hg4,4cqp,0.699
4hg4,4cqq,0.691
4hg4,4cqr,0.643
4hg4,4cqs,0.653
4hg4,4cqt,0.691
4hg4,4cqu,0.634
4hg4,4cqv,0.537
4hg4,4cqw,0.527
4hg4,4cqx,0.564
4hg4,4cqy,0.539
4hg4,4cqz,0.731
4hg4,4cr0,0.482
4hg4,4cyv,0.718
4hg4,4cyw,0.684
4hg4,4cyz,0.683
4hg4,4cz0,0.691
4hg4,4d00,0.752
4hg4,4dj6,0.740
4hg4,4dj7,0.777
4hg4,4dj8,0.815
4hg4,4eda,0.691
4hg4,4edb,0.484
4hg4,4eef,0.535
4hg4,4f15,1.255
4hg4,4f23,0.860
4hg4,4f3z,0.628
4hg4,4fiu,0.849
4hg4,4fnk,0.976
4hg4,4fp8,1.382
4hg4,4fqi,0.654
4hg4,4fqr,0.973
4hg4,4fqv,0.746
4hg4,4fqy,0.976
4hg4,4gms,0.938
4hg4,4gxu,0.587
4hg4,4gxx,0.592
4hg4,4h32,0.876
4hg4,4hf5,1.152
4hg4,4hfu,0.303
4hg4,4hg4,0.000
4hlz,1eo8,0.395
4hlz,1ha0,0.460
4hlz,1hgd,0.506
4hlz,1hge,0.508
4hlz,1hgf,0.415
4hlz,1hgg,0.458
4hlz,1hgh,0.463
4hlz,1hgi,0.465
4hlz,1hgj,0.454
4hlz,1jsd,0.410
4hlz,1jsh,0.420
4hlz,1jsi,0.420
4hlz,1jsm,0.952
4hlz,1jsn,0.944
4hlz,1jso,0.946
4hlz,1ken,0.420
4hlz,1mql,0.502
4hlz,1mqm,0.550
4hlz,1mqn,0.546
4hlz,1qfu,0.486
4hlz,1rd8,0.911
4hlz,1ru7,1.214
4hlz,1rvt,0.993
4hlz,1rvx,1.221
4hlz,1rvz,1.099
4hlz,1ti8,0.696
4hlz,2fk0,0.750
4hlz,2hmg,0.427
4hlz,2ibx,0.752
4hlz,2viu,0.447
4hlz,2wr0,0.865
4hlz,2wr1,0.890
4hlz,2wr2,0.873
4hlz,2wr4,1.030
4hlz,2wr5,0.999
4hlz,2wr7,0.645
4hlz,2wrb,0.494
4hlz,2wrc,0.613
4hlz,2wrd,0.879
4hlz,2wre,0.837
4hlz,2wrf,0.516
4hlz,2wrg,0.925
4hlz,2wrh,1.100
4hlz,2yp2,0.564
4hlz,2yp3,0.564
4hlz,2yp4,0.548
4hlz,2yp5,0.523
4hlz,2yp7,0.539
4hlz,2yp8,0.550
4hlz,2yp9,0.571
4hlz,2ypg,0.405
4hlz,3al4,0.666
4hlz,3eyj,0.578
4hlz,3eyk,0.566
4hlz,3eym,0.436
4hlz,3fku,0.758
4hlz,3gbm,0.721
4hlz,3gbn,1.124
4hlz,3hmg,0.460
4hlz,3hto,1.058
4hlz,3htp,0.944
4hlz,3htq,1.056
4hlz,3htt,1.033
4hlz,3ku3,0.205
4hlz,3ku5,0.173
4hlz,3ku6,0.257
4hlz,3lzf,0.880
4hlz,3lzg,0.632
4hlz,3m5g,0.344
4hlz,3m5h,0.332
4hlz,3m5i,0.310
4hlz,3m5j,0.322
4hlz,3m6s,0.634
4hlz,3mlh,0.969
4hlz,3qqb,0.224
4hlz,3qqe,0.253
4hlz,3qqo,0.173
4hlz,3r2x,0.920
4hlz,3s11,0.902
4hlz,3s12,0.768
4hlz,3s13,0.562
4hlz,3sdy,0.355
4hlz,3sm5,1.206
4hlz,3ube,0.766
4hlz,3ubj,0.739
4hlz,3ubn,0.760
4hlz,3ubq,0.725
4hlz,3uyw,0.977
4hlz,3uyx,1.032
4hlz,3vun,0.440
4hlz,3znk,0.693
4hlz,3znl,0.669
4hlz,3znm,0.647
4hlz,3zp0,0.720
4hlz,3zp1,0.775
4hlz,3zp2,0.722
4hlz,3zp3,0.755
4hlz,3zp6,0.728
4hlz,3zpb,0.721
4hlz,3ztj,0.412
4hlz,4bgw,0.677
4hlz,4bgx,0.727
4hlz,4bgy,0.718
4hlz,4bgz,0.873
4hlz,4bh0,0.951
4hlz,4bh1,0.876
4hlz,4bh2,0.792
4hlz,4bh3,0.784
4hlz,4bh4,0.767
4hlz,4bsa,0.569
4hlz,4bsb,0.553
4hlz,4bsc,0.574
4hlz,4bsd,0.557
4hlz,4bse,0.573
4hlz,4bsf,0.539
4hlz,4bsg,0.587
4hlz,4bsh,0.553
4hlz,4bsi,0.597
4hlz,4cqp,0.631
4hlz,4cqq,0.624
4hlz,4cqr,0.677
4hlz,4cqs,0.669
4hlz,4cqt,0.624
4hlz,4cqu,0.694
4hlz,4cqv,0.877
4hlz,4cqw,0.910
4hlz,4cqx,0.871
4hlz,4cqy,0.906
4hlz,4cqz,0.593
4hlz,4cr0,0.840
4hlz,4cyv,0.590
4hlz,4cyw,0.631
4hlz,4cyz,0.636
4hlz,4cz0,0.628
4hlz,4d00,0.535
4hlz,4dj6,0.593
4hlz,4dj7,0.559
4hlz,4dj8,0.518
4hlz,4eda,0.621
4hlz,4edb,1.345
4hlz,4eef,0.846
4hlz,4f15,1.104
4hlz,4f23,0.659
4hlz,4f3z,0.738
4hlz,4fiu,0.668
4hlz,4fnk,0.352
4hlz,4fp8,1.119
4hlz,4fqi,0.654
4hlz,4fqr,0.355
4hlz,4fqv,0.588
4hlz,4fqy,0.355
4hlz,4gms,0.387
4hlz,4gxu,0.746
4hlz,4gxx,0.748
4hlz,4h32,0.456
4hlz,4hf5,0.571
4hlz,4hfu,1.008
4hlz,4hg4,1.228
4hlz,4hlz,0.000
4hmg,1eo8,0.089
4hmg,1ha0,0.000
4hmg,1hgd,0.045
4hmg,1hge,0.045
4hmg,1hgf,0.063
4hmg,1hgg,0.000
4hmg,1hgh,0.000
4hmg,1hgi,0.000
4hmg,1hgj,0.000
4hmg,1jsd,0.272
4hmg,1jsh,0.272
4hmg,1jsi,0.293
4hmg,1jsm,0.557
4hmg,1jsn,0.542
4hmg,1jso,0.546
4hmg,1ken,0.077
4hmg,1mql,0.063
4hmg,1mqm,0.214
4hmg,1mqn,0.200
4hmg,1qfu,0.000
4hmg,1rd8,0.502
4hmg,1ru7,0.993
4hmg,1rvt,0.548
4hmg,1rvx,1.089
4hmg,1rvz,0.911
4hmg,1ti8,0.257
4hmg,2fk0,0.310
4hmg,2hmg,0.077
4hmg,2ibx,0.313
4hmg,2viu,0.045
4hmg,2wr0,0.447
4hmg,2wr1,0.463
4hmg,2wr2,0.440
4hmg,2wr4,0.807
4hmg,2wr5,0.777
4hmg,2wr7,1.051
4hmg,2wrb,0.904
4hmg,2wrc,1.016
4hmg,2wrd,0.480
4hmg,2wre,0.424
4hmg,2wrf,0.349
4hmg,2wrg,0.492
4hmg,2wrh,0.668
4hmg,2yp2,0.268
4hmg,2yp3,0.245
4hmg,2yp4,0.245
4hmg,2yp5,0.219
4hmg,2yp7,0.190
4hmg,2yp8,0.190
4hmg,2yp9,0.219
4hmg,2ypg,0.077
4hmg,3al4,0.249
4hmg,3eyj,0.148
4hmg,3eyk,0.134
4hmg,3eym,0.045
4hmg,3fku,0.316
4hmg,3gbm,0.392
4hmg,3gbn,1.068
4hmg,3hmg,0.000
4hmg,3hto,0.613
4hmg,3htp,0.500
4hmg,3htq,0.608
4hmg,3htt,0.588
4hmg,3ku3,0.645
4hmg,3ku5,0.615
4hmg,3ku6,0.700
4hmg,3lzf,0.440
4hmg,3lzg,0.245
4hmg,3m5g,0.210
4hmg,3m5h,0.205
4hmg,3m5i,0.245
4hmg,3m5j,0.214
4hmg,3m6s,0.265
4hmg,3mlh,1.122
4hmg,3qqb,0.668
4hmg,3qqe,0.699
4hmg,3qqo,0.592
4hmg,3r2x,0.500
4hmg,3s11,0.477
4hmg,3s12,0.341
4hmg,3s13,0.417
4hmg,3sdy,0.205
4hmg,3sm5,1.404
4hmg,3ube,0.374
4hmg,3ubj,0.338
4hmg,3ubn,0.382
4hmg,3ubq,0.322
4hmg,3uyw,1.203
4hmg,3uyx,1.215
4hmg,3vun,0.045
4hmg,3znk,0.253
4hmg,3znl,0.228
4hmg,3znm,0.205
4hmg,3zp0,0.283
4hmg,3zp1,0.338
4hmg,3zp2,0.279
4hmg,3zp3,0.319
4hmg,3zp6,0.290
4hmg,3zpb,0.283
4hmg,3ztj,0.077
4hmg,4bgw,0.232
4hmg,4bgx,0.293
4hmg,4bgy,0.279
4hmg,4bgz,0.535
4hmg,4bh0,0.624
4hmg,4bh1,0.544
4hmg,4bh2,0.382
4hmg,4bh3,0.366
4hmg,4bh4,0.352
4hmg,4bsa,0.118
4hmg,4bsb,0.100
4hmg,4bsc,0.126
4hmg,4bsd,0.110
4hmg,4bse,0.126
4hmg,4bsf,0.089
4hmg,4bsg,0.134
4hmg,4bsh,0.118
4hmg,4bsi,0.148
4hmg,4cqp,0.179
4hmg,4cqq,0.179
4hmg,4cqr,0.232
4hmg,4cqs,0.232
4hmg,4cqt,0.179
4hmg,4cqu,0.261
4hmg,4cqv,0.525
4hmg,4cqw,0.566
4hmg,4cqx,0.525
4hmg,4cqy,0.573
4hmg,4cqz,0.148
4hmg,4cr0,0.422
4hmg,4cyv,0.134
4hmg,4cyw,0.195
4hmg,4cyz,0.190
4hmg,4cz0,0.173
4hmg,4d00,0.077
4hmg,4dj6,0.141
4hmg,4dj7,0.100
4hmg,4dj8,0.077
4hmg,4eda,0.161
4hmg,4edb,1.104
4hmg,4eef,0.443
4hmg,4f15,1.222
4hmg,4f23,0.445
4hmg,4f3z,0.335
4hmg,4fiu,0.447
4hmg,4fnk,0.167
4hmg,4fp8,1.233
4hmg,4fqi,0.205
4hmg,4fqr,0.161
4hmg,4fqv,0.134
4hmg,4fqy,0.167
4hmg,4gms,0.155
4hmg,4gxu,0.322
4hmg,4gxx,0.329
4hmg,4h32,0.155
4hmg,4hf5,1.022
4hmg,4hfu,0.588
4hmg,4hg4,0.841
4hmg,4hlz,0.475
4hmg,4hmg,0.000
4i78,1eo8,0.118
4i78,1ha0,0.118
4i78,1hgd,0.148
4i78,1hge,0.148
4i78,1hgf,0.118
4i78,1hgg,0.134
4i78,1hgh,0.134
4i78,1hgi,0.141
4i78,1hgj,0.134
4i78,1jsd,0.167
4i78,1jsh,0.167
4i78,1jsi,0.184
4i78,1jsm,0.559
4i78,1jsn,0.546
4i78,1jso,0.550
4i78,1ken,0.100
4i78,1mql,0.173
4i78,1mqm,0.219
4i78,1mqn,0.205
4i78,1qfu,0.134
4i78,1rd8,0.520
4i78,1ru7,1.151
4i78,1rvt,0.597
4i78,1rvx,1.221
4i78,1rvz,1.065
4i78,1ti8,0.358
4i78,2fk0,0.369
4i78,2hmg,0.173
4i78,2ibx,0.400
4i78,2viu,0.110
4i78,2wr0,0.533
4i78,2wr1,0.550
4i78,2wr2,0.512
4i78,2wr4,0.838
4i78,2wr5,0.819
4i78,2wr7,1.022
4i78,2wrb,0.877
4i78,2wrc,0.993
4i78,2wrd,0.544
4i78,2wre,0.498
4i78,2wrf,0.422
4i78,2wrg,0.533
4i78,2wrh,0.747
4i78,2yp2,0.167
4i78,2yp3,0.148
4i78,2yp4,0.141
4i78,2yp5,0.118
4i78,2yp7,0.110
4i78,2yp8,0.118
4i78,2yp9,0.148
4i78,2ypg,0.118
4i78,3al4,0.241
4i78,3eyj,0.167
4i78,3eyk,0.161
4i78,3eym,0.118
4i78,3fku,0.392
4i78,3gbm,0.379
4i78,3gbn,0.810
4i78,3hmg,0.134
4i78,3hto,0.691
4i78,3htp,0.587
4i78,3htq,0.694
4i78,3htt,0.671
4i78,3ku3,0.610
4i78,3ku5,0.581
4i78,3ku6,0.663
4i78,3lzf,0.473
4i78,3lzg,0.228
4i78,3m5g,0.126
4i78,3m5h,0.126
4i78,3m5i,0.161
4i78,3m5j,0.141
4i78,3m6s,0.232
4i78,3mlh,1.127
4i78,3qqb,0.629
4i78,3qqe,0.651
4i78,3qqo,0.571
4i78,3r2x,0.518
4i78,3s11,0.512
4i78,3s12,0.387
4i78,3s13,0.417
4i78,3sdy,0.118
4i78,3sm5,1.353
4i78,3ube,0.358
4i78,3ubj,0.319
4i78,3ubn,0.355
4i78,3ubq,0.307
4i78,3uyw,1.182
4i78,3uyx,1.209
4i78,3vun,0.126
4i78,3znk,0.341
4i78,3znl,0.322
4i78,3znm,0.307
4i78,3zp0,0.379
4i78,3zp1,0.422
4i78,3zp2,0.361
4i78,3zp3,0.395
4i78,3zp6,0.377
4i78,3zpb,0.366
4i78,3ztj,0.089
4i78,4bgw,0.326
4i78,4bgx,0.385
4i78,4bgy,0.371
4i78,4bgz,0.639
4i78,4bh0,0.732
4i78,4bh1,0.654
4i78,4bh2,0.467
4i78,4bh3,0.452
4i78,4bh4,0.440
4i78,4bsa,0.228
4i78,4bsb,0.214
4i78,4bsc,0.232
4i78,4bsd,0.224
4i78,4bse,0.253
4i78,4bsf,0.228
4i78,4bsg,0.257
4i78,4bsh,0.261
4i78,4bsi,0.261
4i78,4cqp,0.265
4i78,4cqq,0.265
4i78,4cqr,0.310
4i78,4cqs,0.329
4i78,4cqt,0.265
4i78,4cqu,0.366
4i78,4cqv,0.621
4i78,4cqw,0.660
4i78,4cqx,0.624
4i78,4cqy,0.660
4i78,4cqz,0.257
4i78,4cr0,0.506
4i78,4cyv,0.232
4i78,4cyw,0.300
4i78,4cyz,0.300
4i78,4cz0,0.272
4i78,4d00,0.179
4i78,4dj6,0.237
4i78,4dj7,0.205
4i78,4dj8,0.210
4i78,4eda,0.253
4i78,4edb,1.188
4i78,4eef,0.449
4i78,4f15,1.218
4i78,4f23,0.344
4i78,4f3z,0.313
4i78,4fiu,0.346
4i78,4fnk,0.110
4i78,4fp8,1.177
4i78,4fqi,0.283
4i78,4fqr,0.110
4i78,4fqv,0.237
4i78,4fqy,0.110
4i78,4gms,0.077
4i78,4gxu,0.355
4i78,4gxx,0.352
4i78,4h32,0.045
4i78,4hf5,0.985
4i78,4hfu,0.640
4i78,4hg4,0.892
4i78,4hlz,0.440
4i78,4hmg,0.141
4i78,4i78,0.000
4jtv,1eo8,0.293
4jtv,1ha0,0.232
4jtv,1hgd,0.200
4jtv,1hge,0.200
4jtv,1hgf,0.276
4jtv,1hgg,0.241
4jtv,1hgh,0.241
4jtv,1hgi,0.241
4jtv,1hgj,0.245
4jtv,1jsd,0.300
4jtv,1jsh,0.290
4jtv,1jsi,0.307
4jtv,1jsm,0.361
4jtv,1jsn,0.349
4jtv,1jso,0.352
4jtv,1ken,0.261
4jtv,1mql,0.237
4jtv,1mqm,0.316
4jtv,1mqn,0.307
4jtv,1qfu,0.219
4jtv,1rd8,0.319
4jtv,1ru7,1.048
4jtv,1rvt,0.397
4jtv,1rvx,1.153
4jtv,1rvz,0.992
4jtv,1ti8,0.265
4jtv,2fk0,0.214
4jtv,2hmg,0.303
4jtv,2ibx,0.276
4jtv,2viu,0.241
4jtv,2wr0,0.366
4jtv,2wr1,0.374
4jtv,2wr2,0.329
4jtv,2wr4,0.760
4jtv,2wr5,0.744
4jtv,2wr7,1.178
4jtv,2wrb,1.048
4jtv,2wrc,1.149
4jtv,2wrd,0.374
4jtv,2wre,0.346
4jtv,2wrf,0.486
4jtv,2wrg,0.326
4jtv,2wrh,0.555
4jtv,2yp2,0.161
4jtv,2yp3,0.134
4jtv,2yp4,0.155
4jtv,2yp5,0.161
4jtv,2yp7,0.126
4jtv,2yp8,0.110
4jtv,2yp9,0.100
4jtv,2ypg,0.283
4jtv,3al4,0.000
4jtv,3eyj,0.110
4jtv,3eyk,0.118
4jtv,3eym,0.257
4jtv,3fku,0.253
4jtv,3gbm,0.361
4jtv,3gbn,0.691
4jtv,3hmg,0.245
4jtv,3hto,0.492
4jtv,3htp,0.392
4jtv,3htq,0.490
4jtv,3htt,0.465
4jtv,3ku3,0.811
4jtv,3ku5,0.785
4jtv,3ku6,0.860
4jtv,3lzf,0.268
4jtv,3lzg,0.045
4jtv,3m5g,0.326
4jtv,3m5h,0.335
4jtv,3m5i,0.366
4jtv,3m5j,0.344
4jtv,3m6s,0.063
4jtv,3mlh,1.235
4jtv,3qqb,0.832
4jtv,3qqe,0.852
4jtv,3qqo,0.756
4jtv,3r2x,0.313
4jtv,3s11,0.329
4jtv,3s12,0.214
4jtv,3s13,0.449
4jtv,3sdy,0.319
4jtv,3sm5,1.397
4jtv,3ube,0.155
4jtv,3ubj,0.110
4jtv,3ubn,0.161
4jtv,3ubq,0.100
4jtv,3uyw,1.295
4jtv,3uyx,1.307
4jtv,3vun,0.261
4jtv,3znk,0.245
4jtv,3znl,0.245
4jtv,3znm,0.241
4jtv,3zp0,0.272
4jtv,3zp1,0.286
4jtv,3zp2,0.237
4jtv,3zp3,0.257
4jtv,3zp6,0.253
4jtv,3zpb,0.237
4jtv,3ztj,0.261
4jtv,4bgw,0.249
4jtv,4bgx,0.276
4jtv,4bgy,0.268
4jtv,4bgz,0.539
4jtv,4bh0,0.607
4jtv,4bh1,0.562
4jtv,4bh2,0.344
4jtv,4bh3,0.332
4jtv,4bh4,0.322
4jtv,4bsa,0.200
4jtv,4bsb,0.210
4jtv,4bsc,0.205
4jtv,4bsd,0.214
4jtv,4bse,0.232
4jtv,4bsf,0.241
4jtv,4bsg,0.228
4jtv,4bsh,0.268
4jtv,4bsi,0.214
4jtv,4cqp,0.195
4jtv,4cqq,0.195
4jtv,4cqr,0.210
4jtv,4cqs,0.257
4jtv,4cqt,0.195
4jtv,4cqu,0.283
4jtv,4cqv,0.520
4jtv,4cqw,0.555
4jtv,4cqx,0.533
4jtv,4cqy,0.564
4jtv,4cqz,0.245
4jtv,4cr0,0.363
4jtv,4cyv,0.205
4jtv,4cyw,0.253
4jtv,4cyz,0.249
4jtv,4cz0,0.214
4jtv,4d00,0.195
4jtv,4dj6,0.184
4jtv,4dj7,0.195
4jtv,4dj8,0.253
4jtv,4eda,0.214
4jtv,4edb,1.010
4jtv,4eef,0.245
4jtv,4f15,1.263
4jtv,4f23,0.279
4jtv,4f3z,0.110
4jtv,4fiu,0.276
4jtv,4fnk,0.319
4jtv,4fp8,1.269
4jtv,4fqi,0.190
4jtv,4fqr,0.313
4jtv,4fqv,0.190
4jtv,4fqy,0.316
4jtv,4gms,0.276
4jtv,4gxu,0.148
4jtv,4gxx,0.148
4jtv,4h32,0.190
4jtv,4hf5,1.152
4jtv,4hfu,0.463
4jtv,4hg4,0.697
4jtv,4hlz,0.650
4jtv,4hmg,0.232
4jtv,4i78,0.224
4jtv,4jtv,0.000
4jtx,1eo8,0.300
4jtx,1ha0,0.253
4jtx,1hgd,0.228
4jtx,1hge,0.228
4jtx,1hgf,0.286
4jtx,1hgg,0.261
4jtx,1hgh,0.261
4jtx,1hgi,0.265
4jtx,1hgj,0.265
4jtx,1jsd,0.265
4jtx,1jsh,0.257
4jtx,1jsi,0.272
4jtx,1jsm,0.385
4jtx,1jsn,0.374
4jtx,1jso,0.377
4jtx,1ken,0.268
4jtx,1mql,0.268
4jtx,1mqm,0.341
4jtx,1mqn,0.332
4jtx,1qfu,0.241
4jtx,1rd8,0.338
4jtx,1ru7,1.106
4jtx,1rvt,0.434
4jtx,1rvx,1.193
4jtx,1rvz,1.044
4jtx,1ti8,0.319
4jtx,2fk0,0.268
4jtx,2hmg,0.322
4jtx,2ibx,0.332
4jtx,2viu,0.257
4jtx,2wr0,0.424
4jtx,2wr1,0.431
4jtx,2wr2,0.385
4jtx,2wr4,0.782
4jtx,2wr5,0.767
4jtx,2wr7,1.145
4jtx,2wrb,1.024
4jtx,2wrc,1.117
4jtx,2wrd,0.429
4jtx,2wre,0.400
4jtx,2wrf,0.496
4jtx,2wrg,0.361
4jtx,2wrh,0.613
4jtx,2yp2,0.118
4jtx,2yp3,0.100
4jtx,2yp4,0.118
4jtx,2yp5,0.126
4jtx,2yp7,0.110
4jtx,2yp8,0.100
4jtx,2yp9,0.077
4jtx,2ypg,0.293
4jtx,3al4,0.077
4jtx,3eyj,0.141
4jtx,3eyk,0.155
4jtx,3eym,0.272
4jtx,3fku,0.303
4jtx,3gbm,0.390
4jtx,3gbn,0.659
4jtx,3hmg,0.265
4jtx,3hto,0.540
4jtx,3htp,0.447
4jtx,3htq,0.539
4jtx,3htt,0.514
4jtx,3ku3,0.794
4jtx,3ku5,0.769
4jtx,3ku6,0.840
4jtx,3lzf,0.300
4jtx,3lzg,0.045
4jtx,3m5g,0.307
4jtx,3m5h,0.319
4jtx,3m5i,0.346
4jtx,3m5j,0.329
4jtx,3m6s,0.000
4jtx,3mlh,1.223
4jtx,3qqb,0.814
4jtx,3qqe,0.829
4jtx,3qqo,0.744
4jtx,3r2x,0.332
4jtx,3s11,0.366
4jtx,3s12,0.257
4jtx,3s13,0.454
4jtx,3sdy,0.310
4jtx,3sm5,1.398
4jtx,3ube,0.155
4jtx,3ubj,0.118
4jtx,3ubn,0.155
4jtx,3ubq,0.110
4jtx,3uyw,1.277
4jtx,3uyx,1.293
4jtx,3vun,0.276
4jtx,3znk,0.300
4jtx,3znl,0.297
4jtx,3znm,0.293
4jtx,3zp0,0.329
4jtx,3zp1,0.344
4jtx,3zp2,0.293
4jtx,3zp3,0.313
4jtx,3zp6,0.310
4jtx,3zpb,0.293
4jtx,3ztj,0.268
4jtx,4bgw,0.303
4jtx,4bgx,0.332
4jtx,4bgy,0.322
4jtx,4bgz,0.592
4jtx,4bh0,0.660
4jtx,4bh1,0.615
4jtx,4bh2,0.400
4jtx,4bh3,0.387
4jtx,4bh4,0.377
4jtx,4bsa,0.245
4jtx,4bsb,0.249
4jtx,4bsc,0.249
4jtx,4bsd,0.253
4jtx,4bse,0.276
4jtx,4bsf,0.279
4jtx,4bsg,0.272
4jtx,4bsh,0.310
4jtx,4bsi,0.265
4jtx,4cqp,0.249
4jtx,4cqq,0.249
4jtx,4cqr,0.265
4jtx,4cqs,0.310
4jtx,4cqt,0.249
4jtx,4cqu,0.338
4jtx,4cqv,0.573
4jtx,4cqw,0.608
4jtx,4cqx,0.587
4jtx,4cqy,0.615
4jtx,4cqz,0.290
4jtx,4cr0,0.412
4jtx,4cyv,0.253
4jtx,4cyw,0.303
4jtx,4cyz,0.300
4jtx,4cz0,0.265
4jtx,4d00,0.232
4jtx,4dj6,0.228
4jtx,4dj7,0.232
4jtx,4dj8,0.286
4jtx,4eda,0.265
4jtx,4edb,1.069
4jtx,4eef,0.253
4jtx,4f15,1.235
4jtx,4f23,0.232
4jtx,4f3z,0.118
4jtx,4fiu,0.232
4jtx,4fnk,0.316
4jtx,4fp8,1.274
4jtx,4fqi,0.241
4jtx,4fqr,0.313
4jtx,4fqv,0.237
4jtx,4fqy,0.313
4jtx,4gms,0.268
4jtx,4gxu,0.184
4jtx,4gxx,0.179
4jtx,4h32,0.179
4jtx,4hf5,1.127
4jtx,4hfu,0.504
4jtx,4hg4,0.736
4jtx,4hlz,0.634
4jtx,4hmg,0.257
4jtx,4i78,0.219
4jtx,4jtv,0.063
4jtx,4jtx,0.000
4ju0,1eo8,0.310
4ju0,1ha0,0.249
4ju0,1hgd,0.214
4ju0,1hge,0.210
4ju0,1hgf,0.293
4ju0,1hgg,0.257
4ju0,1hgh,0.253
4ju0,1hgi,0.257
4ju0,1hgj,0.261
4ju0,1jsd,0.316
4ju0,1jsh,0.310
4ju0,1jsi,0.326
4ju0,1jsm,0.344
4ju0,1jsn,0.329
4ju0,1jso,0.335
4ju0,1ken,0.276
4ju0,1mql,0.245
4ju0,1mqm,0.326
4ju0,1mqn,0.316
4ju0,1qfu,0.228
4ju0,1rd8,0.307
4ju0,1ru7,1.032
4ju0,1rvt,0.377
4ju0,1rvx,1.137
4ju0,1rvz,0.977
4ju0,1ti8,0.253
4ju0,2fk0,0.195
4ju0,2hmg,0.319
4ju0,2ibx,0.257
4ju0,2viu,0.253
4ju0,2wr0,0.344
4ju0,2wr1,0.352
4ju0,2wr2,0.310
4ju0,2wr4,0.750
4ju0,2wr5,0.736
4ju0,2wr7,1.197
4ju0,2wrb,1.066
4ju0,2wrc,1.166
4ju0,2wrd,0.352
4ju0,2wre,0.326
4ju0,2wrf,0.486
4ju0,2wrg,0.303
4ju0,2wrh,0.535
4ju0,2yp2,0.179
4ju0,2yp3,0.148
4ju0,2yp4,0.173
4ju0,2yp5,0.179
4ju0,2yp7,0.141
4ju0,2yp8,0.134
4ju0,2yp9,0.118
4ju0,2ypg,0.300
4ju0,3al4,0.000
4ju0,3eyj,0.110
4ju0,3eyk,0.126
4ju0,3eym,0.272
4ju0,3fku,0.237
4ju0,3gbm,0.358
4ju0,3gbn,0.615
4ju0,3hmg,0.257
4ju0,3hto,0.469
4ju0,3htp,0.369
4ju0,3htq,0.467
4ju0,3htt,0.440
4ju0,3ku3,0.833
4ju0,3ku5,0.806
4ju0,3ku6,0.882
4ju0,3lzf,0.249
4ju0,3lzg,0.045
4ju0,3m5g,0.346
4ju0,3m5h,0.355
4ju0,3m5i,0.385
4ju0,3m5j,0.363
4ju0,3m6s,0.077
4ju0,3mlh,1.243
4ju0,3qqb,0.853
4ju0,3qqe,0.874
4ju0,3qqo,0.772
4ju0,3r2x,0.297
4ju0,3s11,0.307
4ju0,3s12,0.195
4ju0,3s13,0.458
4ju0,3sdy,0.341
4ju0,3sm5,1.378
4ju0,3ube,0.141
4ju0,3ubj,0.100
4ju0,3ubn,0.148
4ju0,3ubq,0.089
4ju0,3uyw,1.306
4ju0,3uyx,1.315
4ju0,3vun,0.276
4ju0,3znk,0.232
4ju0,3znl,0.237
4ju0,3znm,0.232
4ju0,3zp0,0.257
4ju0,3zp1,0.268
4ju0,3zp2,0.219
4ju0,3zp3,0.237
4ju0,3zp6,0.237
4ju0,3zpb,0.224
4ju0,3ztj,0.276
4ju0,4bgw,0.241
4ju0,4bgx,0.261
4ju0,4bgy,0.257
4ju0,4bgz,0.522
4ju0,4bh0,0.587
4ju0,4bh1,0.546
4ju0,4bh2,0.326
4ju0,4bh3,0.313
4ju0,4bh4,0.303
4ju0,4bsa,0.205
4ju0,4bsb,0.214
4ju0,4bsc,0.210
4ju0,4bsd,0.219
4ju0,4bse,0.237
4ju0,4bsf,0.249
4ju0,4bsg,0.228
4ju0,4bsh,0.276
4ju0,4bsi,0.214
4ju0,4cqp,0.190
4ju0,4cqq,0.190
4ju0,4cqr,0.200
4ju0,4cqs,0.249
4ju0,4cqt,0.190
4ju0,4cqu,0.272
4ju0,4cqv,0.500
4ju0,4cqw,0.535
4ju0,4cqx,0.516
4ju0,4cqy,0.542
4ju0,4cqz,0.241
4ju0,4cr0,0.344
4ju0,4cyv,0.205
4ju0,4cyw,0.249
4ju0,4cyz,0.245
4ju0,4cz0,0.210
4ju0,4d00,0.205
4ju0,4dj6,0.184
4ju0,4dj7,0.200
4ju0,4dj8,0.261
4ju0,4eda,0.205
4ju0,4edb,0.982
4ju0,4eef,0.232
4ju0,4f15,1.268
4ju0,4f23,0.286
4ju0,4f3z,0.100
4ju0,4fiu,0.283
4ju0,4fnk,0.338
4ju0,4fp8,1.290
4ju0,4fqi,0.179
4ju0,4fqr,0.332
4ju0,4fqv,0.190
4ju0,4fqy,0.335
4ju0,4gms,0.293
4ju0,4gxu,0.134
4ju0,4gxx,0.134
4ju0,4h32,0.205
4ju0,4hf5,1.175
4ju0,4hfu,0.436
4ju0,4hg4,0.669
4ju0,4hlz,0.665
4ju0,4hmg,0.245
4ju0,4i78,0.237
4ju0,4jtv,0.000
4ju0,4jtx,0.077
4ju0,4ju0,0.000
4jug,1eo8,0.463
4jug,1ha0,0.400
