p_id,p_id2,value
4fiu,4kps,0.55
4fnk,4kps,1.73
4fp8,4kps,1.76
4fqi,4kps,1.35
4fqj,4kps,2.82
4fqk,4kps,2.88
4fqm,4kps,2.88
4fqr,4kps,1.74
4fqv,4kps,2.01
4fqy,4kps,1.73
4gms,4kps,1.76
4gxu,4kps,1.46
4gxx,4kps,1.47
4h32,4kps,1.66
4hf5,4kps,1.61
4hfu,4kps,2.11
4hg4,4kps,1.6
4hlz,4kps,1.6
4hmg,4kps,1.72
4i78,4kps,1.71
4jtv,4kps,1.32
4jtx,4kps,1.29
4ju0,4kps,1.39
4jug,4kps,1.45
4juh,4kps,1.45
4juj,4kps,1.44
4juk,4kps,1.35
4jul,4kps,1.37
4jum,4kps,1.36
4jun,4kps,1.36
4k62,4kps,1.37
4k63,4kps,1.39
4k64,4kps,1.35
4k65,4kps,1.36
4k66,4kps,1.35
4k67,4kps,1.34
4kdm,4kps,1.25
4kdn,4kps,1.31
4kdo,4kps,1.27
4kdq,4kps,1.34
4kon,4kps,1.68
4kpq,4kps,0.12
1eo8,4kth,1.72
1ha0,4kth,1.75
1hgd,4kth,1.71
1hge,4kth,1.71
1hgf,4kth,1.72
1hgg,4kth,1.72
1hgh,4kth,1.72
1hgi,4kth,1.72
1hgj,4kth,1.72
1jsd,4kth,1.39
1jsh,4kth,1.4
1jsi,4kth,1.39
1jsm,4kth,0.89
1jsn,4kth,0.95
1jso,4kth,0.89
1ken,4kth,1.78
1mql,4kth,1.71
1mqm,4kth,1.7
1mqn,4kth,1.7
1qfu,4kth,1.7
1rd8,4kth,1.14
1ru7,4kth,1.04
1rvt,4kth,1.11
1rvx,4kth,1.05
1rvz,4kth,1.05
1ti8,4kth,1.93
2fk0,4kth,0.54
2hmg,4kth,1.73
2ibx,4kth,0.91
2rft,4kth,2.78
2rfu,4kth,2.79
2viu,4kth,1.72
2wr0,4kth,0.95
2wr1,4kth,0.94
2wr2,4kth,0.94
2wr3,4kth,1.3
2wr4,4kth,1.3
2wr5,4kth,1.31
2wr7,4kth,1.34
2wrb,4kth,1.0
2wrc,4kth,0.97
2wrd,4kth,0.98
2wre,4kth,1.43
2wrf,4kth,1.06
2wrg,4kth,1.11
2wrh,4kth,1.09
2yp2,4kth,1.76
2yp3,4kth,1.74
2yp4,4kth,1.74
2yp5,4kth,1.75
2yp7,4kth,1.76
2yp8,4kth,1.76
2yp9,4kth,1.75
2ypg,4kth,1.71
3al4,4kth,1.04
3bt6,4kth,2.78
3eyj,4kth,2.18
3eyk,4kth,2.2
3eym,4kth,1.72
3fku,4kth,0.99
3gbm,4kth,0.92
3gbn,4kth,1.16
3hmg,4kth,1.72
3hto,4kth,1.07
3htp,4kth,1.09
3htq,4kth,1.07
3htt,4kth,1.08
3ku3,4kth,1.31
3ku5,4kth,1.31
3ku6,4kth,1.3
3lzf,4kth,1.09
3lzg,4kth,0.93
3m5g,4kth,1.93
3m5h,4kth,1.91
3m5i,4kth,1.96
3m5j,4kth,1.91
3m6s,4kth,1.08
3mlh,4kth,1.51
3qqb,4kth,1.3
3qqe,4kth,1.3
3qqi,4kth,1.36
3qqo,4kth,1.38
3r2x,4kth,1.1
3s11,4kth,0.9
3s12,4kth,0.39
3s13,4kth,0.95
3sdy,4kth,1.73
3sm5,4kth,0.82
3ube,4kth,0.83
3ubj,4kth,0.85
3ubn,4kth,0.82
3ubq,4kth,0.86
3uyw,4kth,0.82
3uyx,4kth,0.97
3vun,4kth,1.75
3znk,4kth,0.99
3znl,4kth,0.99
3znm,4kth,0.98
3zp0,4kth,0.93
3zp1,4kth,0.97
3zp2,4kth,0.95
3zp3,4kth,0.95
3zp6,4kth,0.95
3zpb,4kth,1.0
3ztj,4kth,1.71
4bgw,4kth,0.96
4bgx,4kth,0.96
4bgy,4kth,0.97
4bgz,4kth,0.92
4bh0,4kth,0.92
4bh1,4kth,0.92
4bh2,4kth,0.54
4bh3,4kth,0.47
4bh4,4kth,0.49
4bsa,4kth,1.62
4bsb,4kth,1.61
4bsc,4kth,1.62
4bsd,4kth,1.63
4bse,4kth,1.62
4bsf,4kth,1.63
4bsg,4kth,1.59
4bsh,4kth,1.6
4bsi,4kth,1.6
4cqp,4kth,0.92
4cqq,4kth,0.96
4cqr,4kth,0.94
4cqs,4kth,0.95
4cqt,4kth,0.96
4cqu,4kth,0.95
4cqv,4kth,0.96
4cqw,4kth,0.97
4cqx,4kth,0.97
4cqy,4kth,0.96
4cqz,4kth,0.97
4cr0,4kth,0.94
4cyv,4kth,1.63
4cyw,4kth,1.62
4cyz,4kth,1.6
4cz0,4kth,1.61
4d00,4kth,1.6
4dj6,4kth,1.56
4dj7,4kth,1.56
4dj8,4kth,1.58
4eda,4kth,1.12
4edb,4kth,1.19
4eef,4kth,1.11
4f15,4kth,1.45
4f23,4kth,1.35
4f3z,4kth,0.45
4fiu,4kth,1.35
4fnk,4kth,1.73
4fp8,4kth,1.75
4fqi,4kth,0.94
4fqj,4kth,2.79
4fqk,4kth,2.81
4fqm,4kth,2.81
4fqr,4kth,1.74
4fqv,4kth,1.91
4fqy,4kth,1.73
4gms,4kth,1.77
4gxu,4kth,1.04
4gxx,4kth,1.14
4h32,4kth,1.57
4hf5,4kth,1.3
4hfu,4kth,1.65
4hg4,4kth,1.3
4hlz,4kth,1.27
4hmg,4kth,1.71
4i78,4kth,1.5
4jtv,4kth,0.95
4jtx,4kth,0.93
4ju0,4kth,1.01
4jug,4kth,1.19
4juh,4kth,1.16
4juj,4kth,1.06
4juk,4kth,0.96
4jul,4kth,0.93
4jum,4kth,0.94
4jun,4kth,0.93
4k62,4kth,0.93
4k63,4kth,0.94
4k64,4kth,0.92
4k65,4kth,0.94
4k66,4kth,0.92
4k67,4kth,0.93
4kdm,4kth,0.56
4kdn,4kth,0.63
4kdo,4kth,0.57
4kdq,4kth,0.93
4kon,4kth,1.64
4kpq,4kth,1.24
4kps,4kth,1.21
1eo8,4kvn,0.72
1ha0,4kvn,0.76
1hgd,4kvn,0.68
1hge,4kvn,0.69
1hgf,4kvn,0.69
1hgg,4kvn,0.71
1hgh,4kvn,0.7
1hgi,4kvn,0.69
1hgj,4kvn,0.68
1jsd,4kvn,1.66
1jsh,4kvn,1.67
1jsi,4kvn,1.68
1jsm,4kvn,1.57
1jsn,4kvn,1.62
1jso,4kvn,1.58
1ken,4kvn,0.81
1mql,4kvn,0.75
1mqm,4kvn,0.76
1mqn,4kvn,0.76
1qfu,4kvn,0.69
1rd8,4kvn,1.9
1ru7,4kvn,1.67
1rvt,4kvn,1.76
1rvx,4kvn,1.7
1rvz,4kvn,1.68
1ti8,4kvn,1.64
2fk0,4kvn,1.79
2hmg,4kvn,0.68
2ibx,4kvn,1.56
2rft,4kvn,2.68
2rfu,4kvn,2.67
2viu,4kvn,0.72
2wr0,4kvn,1.83
2wr1,4kvn,1.81
2wr2,4kvn,1.81
2wr3,4kvn,2.19
2wr4,4kvn,2.26
2wr5,4kvn,2.24
2wr7,4kvn,2.2
2wrb,4kvn,1.81
2wrc,4kvn,1.81
2wrd,4kvn,1.79
2wre,4kvn,2.2
2wrf,4kvn,1.89
2wrg,4kvn,1.86
2wrh,4kvn,1.88
2yp2,4kvn,0.37
2yp3,4kvn,0.45
2yp4,4kvn,0.41
2yp5,4kvn,0.39
2yp7,4kvn,0.36
2yp8,4kvn,0.37
2yp9,4kvn,0.37
2ypg,4kvn,0.67
3al4,4kvn,1.78
3bt6,4kvn,2.67
3eyj,4kvn,0.81
3eyk,4kvn,0.86
3eym,4kvn,0.69
3fku,4kvn,1.61
3gbm,4kvn,1.62
3gbn,4kvn,1.75
3hmg,4kvn,0.71
3hto,4kvn,1.78
3htp,4kvn,1.82
3htq,4kvn,1.79
3htt,4kvn,1.8
3ku3,4kvn,2.1
3ku5,4kvn,2.11
3ku6,4kvn,2.1
3lzf,4kvn,1.72
3lzg,4kvn,1.95
3m5g,4kvn,1.64
3m5h,4kvn,1.62
3m5i,4kvn,1.64
3m5j,4kvn,1.66
3m6s,4kvn,1.84
3mlh,4kvn,2.07
3qqb,4kvn,2.1
3qqe,4kvn,2.09
3qqi,4kvn,2.12
3qqo,4kvn,2.43
3r2x,4kvn,1.76
3s11,4kvn,1.64
3s12,4kvn,0.82
3s13,4kvn,1.64
3sdy,4kvn,0.66
3sm5,4kvn,1.85
3ube,4kvn,1.9
3ubj,4kvn,1.77
3ubn,4kvn,1.9
3ubq,4kvn,1.75
3uyw,4kvn,1.82
3uyx,4kvn,1.95
3vun,4kvn,0.65
3znk,4kvn,1.62
3znl,4kvn,1.61
3znm,4kvn,1.61
3zp0,4kvn,1.6
3zp1,4kvn,1.58
3zp2,4kvn,1.59
3zp3,4kvn,1.57
3zp6,4kvn,1.57
3zpb,4kvn,1.6
3ztj,4kvn,0.68
4bgw,4kvn,1.58
4bgx,4kvn,1.61
4bgy,4kvn,1.61
4bgz,4kvn,1.59
4bh0,4kvn,1.57
4bh1,4kvn,1.63
4bh2,4kvn,1.76
4bh3,4kvn,1.78
4bh4,4kvn,1.76
4bsa,4kvn,1.52
4bsb,4kvn,1.57
4bsc,4kvn,1.57
4bsd,4kvn,1.54
4bse,4kvn,1.56
4bsf,4kvn,1.54
4bsg,4kvn,1.5
4bsh,4kvn,1.53
4bsi,4kvn,1.58
4cqp,4kvn,1.6
4cqq,4kvn,1.63
4cqr,4kvn,1.61
4cqs,4kvn,1.61
4cqt,4kvn,1.63
4cqu,4kvn,1.61
4cqv,4kvn,1.59
4cqw,4kvn,1.62
4cqx,4kvn,1.6
4cqy,4kvn,1.61
4cqz,4kvn,1.6
4cr0,4kvn,1.63
4cyv,4kvn,1.59
4cyw,4kvn,1.65
4cyz,4kvn,1.62
4cz0,4kvn,1.64
4d00,4kvn,1.62
4dj6,4kvn,1.54
4dj7,4kvn,1.61
4dj8,4kvn,1.54
4eda,4kvn,1.87
4edb,4kvn,1.88
4eef,4kvn,1.77
4f15,4kvn,2.01
4f23,4kvn,1.85
4f3z,4kvn,0.72
4fiu,4kvn,1.85
4fnk,4kvn,0.65
4fp8,4kvn,0.62
4fqi,4kvn,1.62
4fqj,4kvn,2.7
4fqk,4kvn,2.73
4fqm,4kvn,2.73
4fqr,4kvn,0.66
4fqv,4kvn,1.56
4fqy,4kvn,0.65
4gms,4kvn,0.67
4gxu,4kvn,1.75
4gxx,4kvn,1.79
4h32,4kvn,1.98
4hf5,4kvn,2.1
4hfu,4kvn,2.24
4hg4,4kvn,2.09
4hlz,4kvn,2.04
4hmg,4kvn,0.71
4i78,4kvn,2.06
4jtv,4kvn,1.76
4jtx,4kvn,1.78
4ju0,4kvn,1.8
4jug,4kvn,1.75
4juh,4kvn,1.72
4juj,4kvn,1.69
4juk,4kvn,1.59
4jul,4kvn,1.64
4jum,4kvn,1.63
4jun,4kvn,1.64
4k62,4kvn,1.62
4k63,4kvn,1.66
4k64,4kvn,1.63
4k65,4kvn,1.57
4k66,4kvn,1.62
4k67,4kvn,1.61
4kdm,4kvn,1.74
4kdn,4kvn,1.79
4kdo,4kvn,1.75
4kdq,4kvn,1.62
4kon,4kvn,1.55
4kpq,4kvn,1.82
4kps,4kvn,1.82
4kth,4kvn,1.78
1eo8,4kw1,1.72
1ha0,4kw1,1.73
1hgd,4kw1,1.69
1hge,4kw1,1.69
1hgf,4kw1,1.7
1hgg,4kw1,1.71
1hgh,4kw1,1.7
1hgi,4kw1,1.7
1hgj,4kw1,1.69
1jsd,4kw1,1.56
1jsh,4kw1,1.55
1jsi,4kw1,1.55
1jsm,4kw1,1.19
1jsn,4kw1,1.25
1jso,4kw1,1.2
1ken,4kw1,1.75
1mql,4kw1,1.69
1mqm,4kw1,1.7
1mqn,4kw1,1.7
1qfu,4kw1,1.7
1rd8,4kw1,1.03
1ru7,4kw1,1.2
1rvt,4kw1,1.33
1rvx,4kw1,1.2
1rvz,4kw1,1.19
1ti8,4kw1,2.07
2fk0,4kw1,0.6
2hmg,4kw1,1.7
2ibx,4kw1,1.18
2rft,4kw1,2.78
2rfu,4kw1,2.77
2viu,4kw1,1.7
2wr0,4kw1,0.95
2wr1,4kw1,0.91
2wr2,4kw1,0.93
2wr3,4kw1,1.06
2wr4,4kw1,1.05
2wr5,4kw1,1.0
2wr7,4kw1,1.05
2wrb,4kw1,0.88
2wrc,4kw1,0.84
2wrd,4kw1,0.82
2wre,4kw1,1.06
2wrf,4kw1,1.0
2wrg,4kw1,1.05
2wrh,4kw1,1.02
2yp2,4kw1,1.73
2yp3,4kw1,1.73
2yp4,4kw1,1.72
2yp5,4kw1,1.72
2yp7,4kw1,1.73
2yp8,4kw1,1.74
2yp9,4kw1,1.73
2ypg,4kw1,1.71
3al4,4kw1,0.95
3bt6,4kw1,2.82
3eyj,4kw1,2.19
3eyk,4kw1,2.21
3eym,4kw1,1.72
3fku,4kw1,1.25
3gbm,4kw1,1.2
3gbn,4kw1,1.34
3hmg,4kw1,1.7
3hto,4kw1,1.1
3htp,4kw1,1.11
3htq,4kw1,1.09
3htt,4kw1,1.09
3ku3,4kw1,1.61
3ku5,4kw1,1.6
3ku6,4kw1,1.69
3lzf,4kw1,1.27
3lzg,4kw1,1.06
3m5g,4kw1,1.89
3m5h,4kw1,1.9
3m5i,4kw1,2.05
3m5j,4kw1,2.03
3m6s,4kw1,0.97
3mlh,4kw1,1.37
3qqb,4kw1,1.6
3qqe,4kw1,1.59
3qqi,4kw1,1.64
3qqo,4kw1,1.0
3r2x,4kw1,1.3
3s11,4kw1,1.18
3s12,4kw1,0.28
3s13,4kw1,1.23
3sdy,4kw1,1.71
3sm5,4kw1,0.96
3ube,4kw1,0.96
3ubj,4kw1,1.01
3ubn,4kw1,0.96
3ubq,4kw1,1.0
3uyw,4kw1,1.0
3uyx,4kw1,1.19
3vun,4kw1,1.72
3znk,4kw1,1.25
3znl,4kw1,1.26
3znm,4kw1,1.26
3zp0,4kw1,1.21
3zp1,4kw1,1.24
3zp2,4kw1,1.17
3zp3,4kw1,1.17
3zp6,4kw1,1.21
3zpb,4kw1,1.26
3ztj,4kw1,1.7
4bgw,4kw1,1.21
4bgx,4kw1,1.22
4bgy,4kw1,1.23
4bgz,4kw1,1.19
4bh0,4kw1,1.18
4bh1,4kw1,1.21
4bh2,4kw1,0.62
4bh3,4kw1,0.61
4bh4,4kw1,0.58
4bsa,4kw1,1.66
4bsb,4kw1,1.64
4bsc,4kw1,1.65
4bsd,4kw1,1.67
4bse,4kw1,1.65
4bsf,4kw1,1.67
4bsg,4kw1,1.63
4bsh,4kw1,1.64
4bsi,4kw1,1.63
4cqp,4kw1,1.18
4cqq,4kw1,1.22
4cqr,4kw1,1.21
4cqs,4kw1,1.22
4cqt,4kw1,1.22
4cqu,4kw1,1.22
4cqv,4kw1,1.22
4cqw,4kw1,1.23
4cqx,4kw1,1.22
4cqy,4kw1,1.22
4cqz,4kw1,1.24
4cr0,4kw1,1.24
4cyv,4kw1,1.62
4cyw,4kw1,1.59
4cyz,4kw1,1.59
4cz0,4kw1,1.59
4d00,4kw1,1.6
4dj6,4kw1,1.59
4dj7,4kw1,1.59
4dj8,4kw1,1.61
4eda,4kw1,1.0
4edb,4kw1,1.24
4eef,4kw1,1.3
4f15,4kw1,1.38
4f23,4kw1,1.46
4f3z,4kw1,0.53
4fiu,4kw1,1.46
4fnk,4kw1,1.72
4fp8,4kw1,1.7
4fqi,4kw1,1.23
4fqj,4kw1,2.78
4fqk,4kw1,2.8
4fqm,4kw1,2.8
4fqr,4kw1,1.72
4fqv,4kw1,2.07
4fqy,4kw1,1.72
4gms,4kw1,1.76
4gxu,4kw1,1.19
4gxx,4kw1,1.33
4h32,4kw1,1.48
4hf5,4kw1,1.56
4hfu,4kw1,0.99
4hg4,4kw1,1.6
4hlz,4kw1,1.63
4hmg,4kw1,1.7
4i78,4kw1,1.35
4jtv,4kw1,0.92
4jtx,4kw1,0.92
4ju0,4kw1,0.93
4jug,4kw1,1.24
4juh,4kw1,1.21
4juj,4kw1,1.22
4juk,4kw1,1.25
4jul,4kw1,1.23
4jum,4kw1,1.21
4jun,4kw1,1.22
4k62,4kw1,1.21
4k63,4kw1,1.22
4k64,4kw1,1.22
4k65,4kw1,1.19
4k66,4kw1,1.18
4k67,4kw1,1.19
4kdm,4kw1,0.61
4kdn,4kw1,0.59
4kdo,4kw1,0.57
4kdq,4kw1,1.22
4kon,4kw1,1.66
4kpq,4kw1,1.37
4kps,4kw1,1.35
4kth,4kw1,0.72
4kvn,4kw1,1.74
1eo8,4kwm,1.69
1ha0,4kwm,1.73
1hgd,4kwm,1.69
1hge,4kwm,1.69
1hgf,4kwm,1.7
1hgg,4kwm,1.7
1hgh,4kwm,1.7
1hgi,4kwm,1.69
1hgj,4kwm,1.7
1jsd,4kwm,1.28
1jsh,4kwm,1.28
1jsi,4kwm,1.28
1jsm,4kwm,0.7
1jsn,4kwm,0.73
1jso,4kwm,0.7
1ken,4kwm,1.73
1mql,4kwm,1.67
1mqm,4kwm,1.67
1mqn,4kwm,1.67
1qfu,4kwm,1.67
1rd8,4kwm,1.4
1ru7,4kwm,0.92
1rvt,4kwm,0.95
1rvx,4kwm,0.92
1rvz,4kwm,0.92
1ti8,4kwm,1.69
2fk0,4kwm,1.14
2hmg,4kwm,1.7
2ibx,4kwm,0.72
2rft,4kwm,2.95
2rfu,4kwm,2.99
2viu,4kwm,1.69
2wr0,4kwm,1.36
2wr1,4kwm,1.32
2wr2,4kwm,1.31
2wr3,4kwm,1.43
2wr4,4kwm,1.42
2wr5,4kwm,1.4
2wr7,4kwm,1.46
2wrb,4kwm,1.28
2wrc,4kwm,1.28
2wrd,4kwm,1.31
2wre,4kwm,1.72
2wrf,4kwm,1.36
2wrg,4kwm,1.28
2wrh,4kwm,1.29
2yp2,4kwm,1.71
2yp3,4kwm,1.71
2yp4,4kwm,1.7
2yp5,4kwm,1.7
2yp7,4kwm,1.71
2yp8,4kwm,1.71
2yp9,4kwm,1.7
2ypg,4kwm,1.68
3al4,4kwm,1.24
3bt6,4kwm,2.99
3eyj,4kwm,1.96
3eyk,4kwm,1.99
3eym,4kwm,1.69
3fku,4kwm,0.63
3gbm,4kwm,0.61
3gbn,4kwm,1.04
3hmg,4kwm,1.71
3hto,4kwm,1.17
3htp,4kwm,1.21
3htq,4kwm,1.16
3htt,4kwm,1.2
3ku3,4kwm,0.48
3ku5,4kwm,0.47
3ku6,4kwm,0.46
3lzf,4kwm,0.95
3lzg,4kwm,1.21
3m5g,4kwm,1.75
3m5h,4kwm,1.7
3m5i,4kwm,1.77
3m5j,4kwm,1.7
3m6s,4kwm,1.3
3mlh,4kwm,1.68
3qqb,4kwm,0.48
3qqe,4kwm,0.48
3qqi,4kwm,0.67
3qqo,4kwm,1.47
3r2x,4kwm,0.93
3s11,4kwm,0.59
3s12,4kwm,0.7
3s13,4kwm,0.57
3sdy,4kwm,1.67
3sm5,4kwm,1.2
3ube,4kwm,1.18
3ubj,4kwm,1.17
3ubn,4kwm,1.17
3ubq,4kwm,1.18
3uyw,4kwm,1.28
3uyx,4kwm,1.19
3vun,4kwm,1.73
3znk,4kwm,0.65
3znl,4kwm,0.65
3znm,4kwm,0.63
3zp0,4kwm,0.63
3zp1,4kwm,0.61
3zp2,4kwm,0.63
3zp3,4kwm,0.61
3zp6,4kwm,0.6
3zpb,4kwm,0.64
3ztj,4kwm,1.69
4bgw,4kwm,0.61
4bgx,4kwm,0.6
4bgy,4kwm,0.6
4bgz,4kwm,0.59
4bh0,4kwm,0.58
4bh1,4kwm,0.6
4bh2,4kwm,1.21
4bh3,4kwm,1.16
4bh4,4kwm,1.17
4bsa,4kwm,1.47
4bsb,4kwm,1.45
4bsc,4kwm,1.45
4bsd,4kwm,1.47
4bse,4kwm,1.46
4bsf,4kwm,1.47
4bsg,4kwm,1.43
4bsh,4kwm,1.44
4bsi,4kwm,1.42
4cqp,4kwm,0.61
4cqq,4kwm,0.6
4cqr,4kwm,0.59
4cqs,4kwm,0.59
4cqt,4kwm,0.6
4cqu,4kwm,0.58
4cqv,4kwm,0.54
4cqw,4kwm,0.64
4cqx,4kwm,0.62
4cqy,4kwm,0.6
4cqz,4kwm,0.63
4cr0,4kwm,0.52
4cyv,4kwm,1.49
4cyw,4kwm,1.47
4cyz,4kwm,1.46
4cz0,4kwm,1.47
4d00,4kwm,1.48
4dj6,4kwm,1.37
4dj7,4kwm,1.38
4dj8,4kwm,1.4
4eda,4kwm,1.34
4edb,4kwm,1.34
4eef,4kwm,0.95
4f15,4kwm,1.65
4f23,4kwm,1.54
4f3z,4kwm,0.42
4fiu,4kwm,1.53
4fnk,4kwm,1.7
4fp8,4kwm,1.71
4fqi,4kwm,0.58
4fqj,4kwm,3.03
4fqk,4kwm,3.03
4fqm,4kwm,3.03
4fqr,4kwm,1.71
4fqv,4kwm,1.67
4fqy,4kwm,1.7
4gms,4kwm,1.72
4gxu,4kwm,1.02
4gxx,4kwm,0.98
4h32,4kwm,1.74
4hf5,4kwm,0.54
4hfu,4kwm,1.96
4hg4,4kwm,0.53
4hlz,4kwm,0.6
4hmg,4kwm,1.7
4i78,4kwm,1.72
4jtv,4kwm,1.19
4jtx,4kwm,1.18
4ju0,4kwm,1.23
4jug,4kwm,0.99
4juh,4kwm,0.94
4juj,4kwm,0.93
4juk,4kwm,0.53
4jul,4kwm,0.52
4jum,4kwm,0.6
4jun,4kwm,0.62
4k62,4kwm,0.53
4k63,4kwm,0.58
4k64,4kwm,0.55
4k65,4kwm,0.49
4k66,4kwm,0.53
4k67,4kwm,0.51
4kdm,4kwm,1.23
4kdn,4kwm,1.21
4kdo,4kwm,1.2
4kdq,4kwm,0.57
4kon,4kwm,1.49
4kpq,4kwm,1.47
4kps,4kwm,1.45
4kth,4kwm,0.98
4kvn,4kwm,1.73
4kw1,4kwm,1.24
1eo8,4lcx,1.59
1ha0,4lcx,1.61
1hgd,4lcx,1.58
1hge,4lcx,1.59
1hgf,4lcx,1.59
1hgg,4lcx,1.6
1hgh,4lcx,1.59
1hgi,4lcx,1.59
1hgj,4lcx,1.58
1jsd,4lcx,1.45
1jsh,4lcx,1.46
1jsi,4lcx,1.46
1jsm,4lcx,1.29
1jsn,4lcx,1.34
1jso,4lcx,1.29
1ken,4lcx,1.63
1mql,4lcx,1.6
1mqm,4lcx,1.61
1mqn,4lcx,1.61
1qfu,4lcx,1.57
1rd8,4lcx,1.74
1ru7,4lcx,1.42
1rvt,4lcx,1.47
1rvx,4lcx,1.42
1rvz,4lcx,1.43
1ti8,4lcx,0.49
2fk0,4lcx,1.64
2hmg,4lcx,1.6
2ibx,4lcx,1.29
2rft,4lcx,2.88
2rfu,4lcx,2.87
2viu,4lcx,1.58
2wr0,4lcx,1.68
2wr1,4lcx,1.65
2wr2,4lcx,1.65
2wr3,4lcx,1.96
2wr4,4lcx,1.97
2wr5,4lcx,2.02
2wr7,4lcx,1.95
2wrb,4lcx,1.64
2wrc,4lcx,1.62
2wrd,4lcx,1.63
2wre,4lcx,2.0
2wrf,4lcx,1.67
2wrg,4lcx,1.66
2wrh,4lcx,1.66
2yp2,4lcx,1.6
2yp3,4lcx,1.62
2yp4,4lcx,1.61
2yp5,4lcx,1.59
2yp7,4lcx,1.6
2yp8,4lcx,1.61
2yp9,4lcx,1.59
2ypg,4lcx,1.57
3al4,4lcx,1.64
3bt6,4lcx,2.88
3eyj,4lcx,1.78
3eyk,4lcx,1.84
3eym,4lcx,1.56
3fku,4lcx,1.37
3gbm,4lcx,1.35
3gbn,4lcx,1.46
3hmg,4lcx,1.62
3hto,4lcx,1.55
3htp,4lcx,1.58
3htq,4lcx,1.55
3htt,4lcx,1.56
3ku3,4lcx,1.79
3ku5,4lcx,1.81
3ku6,4lcx,1.82
3lzf,4lcx,1.47
3lzg,4lcx,1.78
3m5g,4lcx,0.54
3m5h,4lcx,0.42
3m5i,4lcx,0.73
3m5j,4lcx,0.45
3m6s,4lcx,1.68
3mlh,4lcx,1.93
3qqb,4lcx,1.82
3qqe,4lcx,1.78
3qqi,4lcx,1.81
3qqo,4lcx,2.23
3r2x,4lcx,1.43
3s11,4lcx,1.36
3s12,4lcx,1.71
3s13,4lcx,1.35
3sdy,4lcx,1.55
3sm5,4lcx,1.66
3ube,4lcx,1.6
3ubj,4lcx,1.59
3ubn,4lcx,1.61
3ubq,4lcx,1.6
3uyw,4lcx,1.76
3uyx,4lcx,1.84
3vun,4lcx,1.61
3znk,4lcx,1.36
3znl,4lcx,1.36
3znm,4lcx,1.35
3zp0,4lcx,1.35
3zp1,4lcx,1.36
3zp2,4lcx,1.35
3zp3,4lcx,1.34
3zp6,4lcx,1.34
3zpb,4lcx,1.33
3ztj,4lcx,1.6
4bgw,4lcx,1.32
4bgx,4lcx,1.37
4bgy,4lcx,1.35
4bgz,4lcx,1.31
4bh0,4lcx,1.32
4bh1,4lcx,1.35
4bh2,4lcx,1.66
4bh3,4lcx,1.67
4bh4,4lcx,1.66
4bsa,4lcx,0.64
4bsb,4lcx,0.56
4bsc,4lcx,0.54
4bsd,4lcx,0.59
4bse,4lcx,0.58
4bsf,4lcx,0.6
4bsg,4lcx,0.48
4bsh,4lcx,0.49
4bsi,4lcx,0.45
4cqp,4lcx,1.35
4cqq,4lcx,1.38
4cqr,4lcx,1.36
4cqs,4lcx,1.34
4cqt,4lcx,1.38
4cqu,4lcx,1.36
4cqv,4lcx,1.33
4cqw,4lcx,1.33
4cqx,4lcx,1.3
4cqy,4lcx,1.32
4cqz,4lcx,1.35
4cr0,4lcx,1.33
4cyv,4lcx,0.8
4cyw,4lcx,0.92
4cyz,4lcx,0.81
4cz0,4lcx,0.87
4d00,4lcx,0.81
4dj6,4lcx,0.43
4dj7,4lcx,0.55
4dj8,4lcx,0.49
4eda,4lcx,1.74
4edb,4lcx,1.76
4eef,4lcx,1.52
4f15,4lcx,1.95
4f23,4lcx,1.68
4f3z,4lcx,2.37
4fiu,4lcx,1.69
4fnk,4lcx,1.58
4fp8,4lcx,1.61
4fqi,4lcx,1.34
4fqj,4lcx,2.77
4fqk,4lcx,2.82
4fqm,4lcx,2.82
4fqr,4lcx,1.59
4fqv,4lcx,0.36
4fqy,4lcx,1.58
4gms,4lcx,1.6
4gxu,4lcx,1.53
4gxx,4lcx,1.52
4h32,4lcx,1.95
4hf5,4lcx,1.86
4hfu,4lcx,2.15
4hg4,4lcx,1.78
4hlz,4lcx,1.8
4hmg,4lcx,1.6
4i78,4lcx,2.09
4jtv,4lcx,1.57
4jtx,4lcx,1.6
4ju0,4lcx,1.62
4jug,4lcx,1.47
4juh,4lcx,1.46
4juj,4lcx,1.43
4juk,4lcx,1.3
4jul,4lcx,1.37
4jum,4lcx,1.35
4jun,4lcx,1.36
4k62,4lcx,1.35
4k63,4lcx,1.41
4k64,4lcx,1.36
4k65,4lcx,1.34
4k66,4lcx,1.35
4k67,4lcx,1.34
4kdm,4lcx,1.63
4kdn,4lcx,1.67
4kdo,4lcx,1.68
4kdq,4lcx,1.35
4kon,4lcx,0.51
4kpq,4lcx,1.7
4kps,4lcx,1.69
4kth,4lcx,1.64
4kvn,4lcx,1.62
4kw1,4lcx,1.67
4kwm,4lcx,1.45
1eo8,4lkg,1.56
1ha0,4lkg,1.58
1hgd,4lkg,1.55
1hge,4lkg,1.55
1hgf,4lkg,1.55
1hgg,4lkg,1.56
1hgh,4lkg,1.56
1hgi,4lkg,1.55
1hgj,4lkg,1.55
1jsd,4lkg,1.47
1jsh,4lkg,1.47
1jsi,4lkg,1.48
1jsm,4lkg,1.28
1jsn,4lkg,1.32
1jso,4lkg,1.28
1ken,4lkg,1.59
1mql,4lkg,1.56
1mqm,4lkg,1.57
1mqn,4lkg,1.57
1qfu,4lkg,1.53
1rd8,4lkg,1.74
1ru7,4lkg,1.42
