p_id,p_id2,score
1jsm,3eyk,586.0
1jsm,4kon,551.0
1jsm,3eyj,586.0
1jsm,2yp8,531.0
1jsm,3ztj,560.0
1jsm,4kwm,1579.0
1jsm,4d00,569.0
1jsm,4k66,1551.0
1jsm,3uyw,497.0
1jsm,4kdq,1580.0
1jsm,2ibx,1605.0
1jsm,3uyx,502.0
1jsm,3ube,1021.0
1jsm,2ypg,560.0
1jsm,3m5j,483.0
1jsm,4m5z,503.0
1jsm,3m5h,483.0
1jsm,3m5g,483.0
1jsm,4uoa,572.0
1jsm,3ubj,1021.0
1jsm,4bsh,574.0
1jsm,3gbm,1588.0
1jsm,3gbn,1054.0
1jsm,4gms,566.0
1jsm,3r2x,1065.0
1jsm,4fp8,401.0
1jsm,4kdo,1575.0
1jsm,3zp3,1595.0
1jsm,4kdm,1575.0
1jsm,4unx,575.0
1jsm,4kth,1549.0
1jsm,3al4,1020.0
1jsn,1jso,1742.0
1jsn,1jsh,781.0
1jsn,1jsi,781.0
1jsn,1jsd,781.0
1jsn,3ubq,1021.0
1jsn,3zpb,1596.0
1jsn,4uo2,582.0
1jsn,4jtv,1020.0
1jsn,3sm5,1006.0
1jsn,3sdy,559.0
1jsn,3qqe,1260.0
1jsn,4h32,748.0
1jsn,3qqb,1260.0
1jsn,4jtx,1026.0
1jsn,1rvz,1059.0
1jsn,1rvx,1059.0
1jsn,4kps,824.0
1jsn,1mql,578.0
1jsn,4kpq,824.0
1jsn,4edb,1019.0
1jsn,3lzg,1038.0
1jsn,3lzf,1065.0
1jsn,1rvt,1084.0
1jsn,4bh2,1563.0
1jsn,3eym,560.0
1jsn,4hfu,1242.0
1jsn,4bgw,1605.0
1jsn,4gxx,1064.0
1jsn,4bgz,1585.0
1jsn,4bgy,1605.0
1jsn,4bgx,1605.0
1jsn,4f15,524.0
1jsn,4bh3,1563.0
1jsn,1qfu,560.0
1jsn,3zp6,1596.0
1jsn,1mqm,578.0
1jsn,3zp2,1595.0
1jsn,3zp1,1599.0
1jsn,3zp0,1599.0
1jsn,4uo8,569.0
1jsn,3m5i,483.0
1jsn,4uo9,569.0
1jsn,4bh0,1585.0
1jsn,4n64,570.0
1jsn,2wrf,1237.0
1jsn,2wre,1225.0
1jsn,2wrd,1224.0
1jsn,4n60,570.0
1jsn,4n61,570.0
1jsn,4n62,570.0
1jsn,4n63,570.0
1jsn,4cr0,1591.0
1jsn,1eo8,560.0
1jsn,2wrh,1041.0
1jsn,4cz0,577.0
1jsn,2yp5,533.0
1jsn,4ln4,553.0
1jsn,4ju0,1037.0
1jsn,1ti8,555.0
1jsn,1rd8,1054.0
1jsn,3vun,560.0
1jsn,2yp4,533.0
1jsn,1ru7,1059.0
1jsn,4dj6,575.0
1jsn,4dj7,575.0
1jsn,4bsi,574.0
1jsn,3m6s,1028.0
1jsn,4o58,566.0
1jsn,4bsf,570.0
1jsn,4dj8,575.0
1jsn,4bsd,570.0
1jsn,4bsc,570.0
1jsn,4bsb,570.0
1jsn,4bsa,570.0
1jsn,2wr7,1217.0
1jsn,2wr5,1279.0
1jsn,2wr4,1279.0
1jsn,4i78,759.0
1jsn,2wr2,1295.0
1jsn,2wr1,1295.0
1jsn,2wr0,1295.0
1jsn,4k65,1551.0
1jsn,4k64,1566.0
1jsn,4k67,1551.0
1jsn,4py8,1054.0
1jsn,4nm8,559.0
1jsn,4k63,1566.0
1jsn,4k62,1566.0
1jsn,4bsg,574.0
1jsn,1mqn,578.0
1jsn,3ku5,1247.0
1jsn,3ku6,1253.0
1jsn,4bse,570.0
1jsn,3ku3,1260.0
1jsn,4lkj,558.0
1jsn,2hmg,560.0
1jsn,4jug,1072.0
1jsn,4fqv,565.0
1jsn,4o5i,539.0
1jsn,4juk,1556.0
1jsn,4juj,1072.0
1jsn,4jum,1539.0
1jsn,4jul,1557.0
1jsn,4o5n,539.0
1jsn,4jun,1571.0
1jsn,1ken,560.0
1jsn,4kdn,1575.0
1jsn,4gxu,1054.0
1jsn,2yp3,533.0
1jsn,2yp2,533.0
1jsn,4uny,575.0
1jsn,4bh1,1585.0
1jsn,2yp7,531.0
1jsn,4n5k,570.0
1jsn,4n5j,570.0
1jsn,4uo0,582.0
1jsn,4uo1,582.0
1jsn,2yp9,531.0
1jsn,4uo3,582.0
1jsn,4uo4,569.0
1jsn,4uo5,569.0
1jsn,4uo6,569.0
1jsn,4uo7,569.0
1jsn,4lkg,564.0
1jsn,4n5y,1570.0
1jsn,4n5z,1564.0
1jsn,4lki,558.0
1jsn,4lkh,564.0
1jsn,4lkk,558.0
1jsn,3htt,1060.0
1jsn,1hgf,560.0
1jsn,1hgg,560.0
1jsn,1hgd,559.0
1jsn,1hge,559.0
1jsn,4fiu,817.0
1jsn,4lcx,564.0
1jsn,3ubn,1021.0
1jsn,1hgj,560.0
1jsn,4bh4,1563.0
1jsn,1hgh,560.0
1jsn,1hgi,560.0
1jsn,4unz,575.0
1jsn,3eyk,586.0
1jsn,4kon,551.0
1jsn,3eyj,586.0
1jsn,2yp8,531.0
1jsn,3ztj,560.0
1jsn,4kwm,1579.0
1jsn,4d00,569.0
1jsn,4k66,1551.0
1jsn,3uyw,497.0
1jsn,4kdq,1580.0
1jsn,2ibx,1605.0
1jsn,3uyx,502.0
1jsn,3ube,1021.0
1jsn,2ypg,560.0
1jsn,3m5j,483.0
1jsn,4m5z,503.0
1jsn,3m5h,483.0
1jsn,3m5g,483.0
1jsn,4uoa,572.0
1jsn,3ubj,1021.0
1jsn,4bsh,574.0
1jsn,3gbm,1588.0
1jsn,3gbn,1054.0
1jsn,4gms,566.0
1jsn,3r2x,1065.0
1jsn,4fp8,401.0
1jsn,4kdo,1575.0
1jsn,3zp3,1595.0
1jsn,4kdm,1575.0
1jsn,4unx,575.0
1jsn,4kth,1549.0
1jsn,3al4,1020.0
1jso,1jsh,781.0
1jso,1jsi,781.0
1jso,1jsd,781.0
1jso,3ubq,1021.0
1jso,3zpb,1596.0
1jso,4uo2,582.0
1jso,4jtv,1020.0
1jso,3sm5,1006.0
1jso,3sdy,559.0
1jso,3qqe,1260.0
1jso,4h32,748.0
1jso,3qqb,1260.0
1jso,4jtx,1026.0
1jso,1rvz,1059.0
1jso,1rvx,1059.0
1jso,4kps,824.0
1jso,1mql,578.0
1jso,4kpq,824.0
1jso,4edb,1019.0
1jso,3lzg,1038.0
1jso,3lzf,1065.0
1jso,1rvt,1084.0
1jso,4bh2,1563.0
1jso,3eym,560.0
1jso,4hfu,1242.0
1jso,4bgw,1605.0
1jso,4gxx,1064.0
1jso,4bgz,1585.0
1jso,4bgy,1605.0
1jso,4bgx,1605.0
1jso,4f15,524.0
1jso,4bh3,1563.0
1jso,1qfu,560.0
1jso,3zp6,1596.0
1jso,1mqm,578.0
1jso,3zp2,1595.0
1jso,3zp1,1599.0
1jso,3zp0,1599.0
1jso,4uo8,569.0
1jso,3m5i,483.0
1jso,4uo9,569.0
1jso,4bh0,1585.0
1jso,4n64,570.0
1jso,2wrf,1237.0
1jso,2wre,1225.0
1jso,2wrd,1224.0
1jso,4n60,570.0
1jso,4n61,570.0
1jso,4n62,570.0
1jso,4n63,570.0
1jso,4cr0,1591.0
1jso,1eo8,560.0
1jso,2wrh,1041.0
1jso,4cz0,577.0
1jso,2yp5,533.0
1jso,4ln4,553.0
1jso,4ju0,1037.0
1jso,1ti8,555.0
1jso,1rd8,1054.0
1jso,3vun,560.0
1jso,2yp4,533.0
1jso,1ru7,1059.0
1jso,4dj6,575.0
1jso,4dj7,575.0
1jso,4bsi,574.0
1jso,3m6s,1028.0
1jso,4o58,566.0
1jso,4bsf,570.0
1jso,4dj8,575.0
1jso,4bsd,570.0
1jso,4bsc,570.0
1jso,4bsb,570.0
1jso,4bsa,570.0
1jso,2wr7,1217.0
1jso,2wr5,1279.0
1jso,2wr4,1279.0
1jso,4i78,759.0
1jso,2wr2,1295.0
1jso,2wr1,1295.0
1jso,2wr0,1295.0
1jso,4k65,1551.0
1jso,4k64,1566.0
1jso,4k67,1551.0
1jso,4py8,1054.0
1jso,4nm8,559.0
1jso,4k63,1566.0
1jso,4k62,1566.0
1jso,4bsg,574.0
1jso,1mqn,578.0
1jso,3ku5,1247.0
1jso,3ku6,1253.0
1jso,4bse,570.0
1jso,3ku3,1260.0
1jso,4lkj,558.0
1jso,2hmg,560.0
1jso,4jug,1072.0
1jso,4fqv,565.0
1jso,4o5i,539.0
1jso,4juk,1556.0
1jso,4juj,1072.0
1jso,4jum,1539.0
1jso,4jul,1557.0
1jso,4o5n,539.0
1jso,4jun,1571.0
1jso,1ken,560.0
1jso,4kdn,1575.0
1jso,4gxu,1054.0
1jso,2yp3,533.0
1jso,2yp2,533.0
1jso,4uny,575.0
1jso,4bh1,1585.0
1jso,2yp7,531.0
1jso,4n5k,570.0
1jso,4n5j,570.0
1jso,4uo0,582.0
1jso,4uo1,582.0
1jso,2yp9,531.0
1jso,4uo3,582.0
1jso,4uo4,569.0
1jso,4uo5,569.0
1jso,4uo6,569.0
1jso,4uo7,569.0
1jso,4lkg,564.0
1jso,4n5y,1570.0
1jso,4n5z,1564.0
1jso,4lki,558.0
1jso,4lkh,564.0
1jso,4lkk,558.0
1jso,3htt,1060.0
1jso,1hgf,560.0
1jso,1hgg,560.0
1jso,1hgd,559.0
1jso,1hge,559.0
1jso,4fiu,817.0
1jso,4lcx,564.0
1jso,3ubn,1021.0
1jso,1hgj,560.0
1jso,4bh4,1563.0
1jso,1hgh,560.0
1jso,1hgi,560.0
1jso,4unz,575.0
1jso,3eyk,586.0
1jso,4kon,551.0
1jso,3eyj,586.0
1jso,2yp8,531.0
1jso,3ztj,560.0
1jso,4kwm,1579.0
1jso,4d00,569.0
1jso,4k66,1551.0
1jso,3uyw,497.0
1jso,4kdq,1580.0
1jso,2ibx,1605.0
1jso,3uyx,502.0
1jso,3ube,1021.0
1jso,2ypg,560.0
1jso,3m5j,483.0
1jso,4m5z,503.0
1jso,3m5h,483.0
1jso,3m5g,483.0
1jso,4uoa,572.0
1jso,3ubj,1021.0
1jso,4bsh,574.0
1jso,3gbm,1588.0
1jso,3gbn,1054.0
1jso,4gms,566.0
1jso,3r2x,1065.0
1jso,4fp8,401.0
1jso,4kdo,1575.0
1jso,3zp3,1595.0
1jso,4kdm,1575.0
1jso,4unx,575.0
1jso,4kth,1549.0
1jso,3al4,1020.0
1jsh,1jsi,1703.0
1jsh,1jsd,1703.0
1jsh,3ubq,725.0
1jsh,3zpb,746.0
1jsh,4uo2,520.0
1jsh,4jtv,714.0
1jsh,3sm5,747.0
1jsh,3sdy,523.0
1jsh,3qqe,753.0
1jsh,4h32,641.0
1jsh,3qqb,753.0
1jsh,4jtx,720.0
1jsh,1rvz,775.0
1jsh,1rvx,775.0
1jsh,4kps,745.0
1jsh,1mql,537.0
1jsh,4kpq,745.0
1jsh,4edb,756.0
1jsh,3lzg,732.0
1jsh,3lzf,793.0
1jsh,1rvt,771.0
1jsh,4bh2,733.0
1jsh,3eym,524.0
1jsh,4hfu,748.0
1jsh,4bgw,748.0
1jsh,4gxx,790.0
1jsh,4bgz,727.0
1jsh,4bgy,748.0
1jsh,4bgx,748.0
1jsh,4f15,322.0
1jsh,4bh3,733.0
1jsh,1qfu,524.0
1jsh,3zp6,746.0
1jsh,1mqm,537.0
1jsh,3zp2,743.0
1jsh,3zp1,747.0
1jsh,3zp0,747.0
1jsh,4uo8,514.0
1jsh,3m5i,412.0
1jsh,4uo9,518.0
1jsh,4bh0,727.0
1jsh,4n64,464.0
1jsh,2wrf,735.0
1jsh,2wre,733.0
1jsh,2wrd,732.0
1jsh,4n60,464.0
1jsh,4n61,464.0
1jsh,4n62,464.0
1jsh,4n63,464.0
1jsh,4cr0,749.0
1jsh,1eo8,524.0
1jsh,2wrh,793.0
1jsh,4cz0,502.0
1jsh,2yp5,502.0
1jsh,4ln4,431.0
1jsh,4ju0,731.0
1jsh,1ti8,441.0
1jsh,1rd8,782.0
1jsh,3vun,527.0
1jsh,2yp4,502.0
1jsh,1ru7,775.0
1jsh,4dj6,471.0
1jsh,4dj7,471.0
1jsh,4bsi,464.0
1jsh,3m6s,714.0
1jsh,4o58,535.0
1jsh,4bsf,464.0
1jsh,4dj8,471.0
1jsh,4bsd,468.0
1jsh,4bsc,468.0
1jsh,4bsb,468.0
1jsh,4bsa,468.0
1jsh,2wr7,729.0
1jsh,2wr5,742.0
1jsh,2wr4,742.0
1jsh,4i78,652.0
1jsh,2wr2,764.0
1jsh,2wr1,764.0
1jsh,2wr0,764.0
1jsh,4k65,727.0
1jsh,4k64,724.0
1jsh,4k67,727.0
1jsh,4py8,782.0
1jsh,4nm8,523.0
1jsh,4k63,724.0
1jsh,4k62,724.0
1jsh,4bsg,464.0
1jsh,1mqn,537.0
1jsh,3ku5,753.0
1jsh,3ku6,759.0
1jsh,4bse,464.0
1jsh,3ku3,753.0
1jsh,4lkj,435.0
1jsh,2hmg,524.0
1jsh,4jug,800.0
1jsh,4fqv,461.0
1jsh,4o5i,496.0
1jsh,4juk,746.0
1jsh,4juj,800.0
1jsh,4jum,710.0
1jsh,4jul,720.0
1jsh,4o5n,496.0
1jsh,4jun,719.0
1jsh,1ken,524.0
1jsh,4kdn,745.0
1jsh,4gxu,782.0
1jsh,2yp3,502.0
1jsh,2yp2,502.0
1jsh,4uny,521.0
1jsh,4bh1,727.0
1jsh,2yp7,499.0
1jsh,4n5k,464.0
1jsh,4n5j,464.0
1jsh,4uo0,520.0
1jsh,4uo1,520.0
1jsh,2yp9,499.0
1jsh,4uo3,524.0
1jsh,4uo4,514.0
1jsh,4uo5,514.0
1jsh,4uo6,514.0
1jsh,4uo7,514.0
1jsh,4lkg,442.0
1jsh,4n5y,731.0
1jsh,4n5z,734.0
1jsh,4lki,435.0
1jsh,4lkh,442.0
1jsh,4lkk,435.0
1jsh,3htt,804.0
1jsh,1hgf,524.0
1jsh,1hgg,524.0
1jsh,1hgd,525.0
1jsh,1hge,525.0
1jsh,4fiu,724.0
1jsh,4lcx,442.0
1jsh,3ubn,725.0
1jsh,1hgj,524.0
1jsh,4bh4,733.0
1jsh,1hgh,524.0
1jsh,1hgi,524.0
1jsh,4unz,521.0
1jsh,3eyk,519.0
1jsh,4kon,441.0
1jsh,3eyj,519.0
1jsh,2yp8,499.0
1jsh,3ztj,524.0
1jsh,4kwm,741.0
1jsh,4d00,489.0
1jsh,4k66,727.0
1jsh,3uyw,332.0
1jsh,4kdq,722.0
1jsh,2ibx,748.0
1jsh,3uyx,334.0
1jsh,3ube,725.0
1jsh,2ypg,524.0
1jsh,3m5j,412.0
1jsh,4m5z,324.0
1jsh,3m5h,412.0
1jsh,3m5g,412.0
1jsh,4uoa,514.0
1jsh,3ubj,725.0
1jsh,4bsh,464.0
1jsh,3gbm,736.0
1jsh,3gbn,782.0
1jsh,4gms,535.0
1jsh,3r2x,793.0
1jsh,4fp8,368.0
1jsh,4kdo,745.0
1jsh,3zp3,743.0
1jsh,4kdm,745.0
1jsh,4unx,521.0
1jsh,4kth,745.0
1jsh,3al4,714.0
1jsi,1jsd,1703.0
1jsi,3ubq,725.0
1jsi,3zpb,746.0
1jsi,4uo2,520.0
1jsi,4jtv,714.0
1jsi,3sm5,747.0
1jsi,3sdy,523.0
1jsi,3qqe,753.0
1jsi,4h32,641.0
1jsi,3qqb,753.0
1jsi,4jtx,720.0
1jsi,1rvz,775.0
1jsi,1rvx,775.0
1jsi,4kps,745.0
1jsi,1mql,537.0
1jsi,4kpq,745.0
1jsi,4edb,756.0
1jsi,3lzg,732.0
1jsi,3lzf,793.0
1jsi,1rvt,771.0
1jsi,4bh2,733.0
1jsi,3eym,524.0
1jsi,4hfu,748.0
1jsi,4bgw,748.0
1jsi,4gxx,790.0
1jsi,4bgz,727.0
1jsi,4bgy,748.0
1jsi,4bgx,748.0
1jsi,4f15,322.0
1jsi,4bh3,733.0
1jsi,1qfu,524.0
1jsi,3zp6,746.0
1jsi,1mqm,537.0
1jsi,3zp2,743.0
1jsi,3zp1,747.0
1jsi,3zp0,747.0
1jsi,4uo8,514.0
1jsi,3m5i,412.0
1jsi,4uo9,518.0
1jsi,4bh0,727.0
1jsi,4n64,464.0
1jsi,2wrf,735.0
1jsi,2wre,733.0
1jsi,2wrd,732.0
1jsi,4n60,464.0
1jsi,4n61,464.0
1jsi,4n62,464.0
1jsi,4n63,464.0
1jsi,4cr0,749.0
1jsi,1eo8,524.0
1jsi,2wrh,793.0
1jsi,4cz0,502.0
1jsi,2yp5,502.0
1jsi,4ln4,431.0
1jsi,4ju0,731.0
1jsi,1ti8,441.0
1jsi,1rd8,782.0
1jsi,3vun,527.0
1jsi,2yp4,502.0
1jsi,1ru7,775.0
1jsi,4dj6,471.0
1jsi,4dj7,471.0
1jsi,4bsi,464.0
1jsi,3m6s,714.0
1jsi,4o58,535.0
1jsi,4bsf,464.0
1jsi,4dj8,471.0
1jsi,4bsd,468.0
1jsi,4bsc,468.0
1jsi,4bsb,468.0
1jsi,4bsa,468.0
1jsi,2wr7,729.0
1jsi,2wr5,742.0
1jsi,2wr4,742.0
1jsi,4i78,652.0
1jsi,2wr2,764.0
1jsi,2wr1,764.0
1jsi,2wr0,764.0
1jsi,4k65,727.0
1jsi,4k64,724.0
1jsi,4k67,727.0
1jsi,4py8,782.0
1jsi,4nm8,523.0
1jsi,4k63,724.0
1jsi,4k62,724.0
1jsi,4bsg,464.0
1jsi,1mqn,537.0
1jsi,3ku5,753.0
1jsi,3ku6,759.0
1jsi,4bse,464.0
1jsi,3ku3,753.0
1jsi,4lkj,435.0
1jsi,2hmg,524.0
1jsi,4jug,800.0
1jsi,4fqv,461.0
1jsi,4o5i,496.0
1jsi,4juk,746.0
1jsi,4juj,800.0
1jsi,4jum,710.0
1jsi,4jul,720.0
1jsi,4o5n,496.0
1jsi,4jun,719.0
1jsi,1ken,524.0
1jsi,4kdn,745.0
1jsi,4gxu,782.0
1jsi,2yp3,502.0
1jsi,2yp2,502.0
1jsi,4uny,521.0
1jsi,4bh1,727.0
1jsi,2yp7,499.0
1jsi,4n5k,464.0
1jsi,4n5j,464.0
1jsi,4uo0,520.0
1jsi,4uo1,520.0
1jsi,2yp9,499.0
1jsi,4uo3,524.0
1jsi,4uo4,514.0
1jsi,4uo5,514.0
1jsi,4uo6,514.0
1jsi,4uo7,514.0
1jsi,4lkg,442.0
1jsi,4n5y,731.0
1jsi,4n5z,734.0
1jsi,4lki,435.0
1jsi,4lkh,442.0
1jsi,4lkk,435.0
1jsi,3htt,804.0
1jsi,1hgf,524.0
1jsi,1hgg,524.0
1jsi,1hgd,525.0
1jsi,1hge,525.0
1jsi,4fiu,724.0
1jsi,4lcx,442.0
1jsi,3ubn,725.0
1jsi,1hgj,524.0
1jsi,4bh4,733.0
1jsi,1hgh,524.0
1jsi,1hgi,524.0
1jsi,4unz,521.0
1jsi,3eyk,519.0
1jsi,4kon,441.0
1jsi,3eyj,519.0
1jsi,2yp8,499.0
1jsi,3ztj,524.0
1jsi,4kwm,741.0
1jsi,4d00,489.0
1jsi,4k66,727.0
1jsi,3uyw,332.0
1jsi,4kdq,722.0
1jsi,2ibx,748.0
1jsi,3uyx,334.0
1jsi,3ube,725.0
1jsi,2ypg,524.0
1jsi,3m5j,412.0
1jsi,4m5z,324.0
1jsi,3m5h,412.0
1jsi,3m5g,412.0
1jsi,4uoa,514.0
1jsi,3ubj,725.0
1jsi,4bsh,464.0
1jsi,3gbm,736.0
1jsi,3gbn,782.0
1jsi,4gms,535.0
1jsi,3r2x,793.0
1jsi,4fp8,368.0
1jsi,4kdo,745.0
1jsi,3zp3,743.0
1jsi,4kdm,745.0
1jsi,4unx,521.0
1jsi,4kth,745.0
1jsi,3al4,714.0
1jsd,3ubq,725.0
1jsd,3zpb,746.0
1jsd,4uo2,520.0
1jsd,4jtv,714.0
1jsd,3sm5,747.0
1jsd,3sdy,523.0
1jsd,3qqe,753.0
1jsd,4h32,641.0
1jsd,3qqb,753.0
1jsd,4jtx,720.0
1jsd,1rvz,775.0
1jsd,1rvx,775.0
1jsd,4kps,745.0
1jsd,1mql,537.0
1jsd,4kpq,745.0
1jsd,4edb,756.0
1jsd,3lzg,732.0
1jsd,3lzf,793.0
1jsd,1rvt,771.0
1jsd,4bh2,733.0
1jsd,3eym,524.0
1jsd,4hfu,748.0
1jsd,4bgw,748.0
1jsd,4gxx,790.0
1jsd,4bgz,727.0
1jsd,4bgy,748.0
1jsd,4bgx,748.0
1jsd,4f15,322.0
1jsd,4bh3,733.0
1jsd,1qfu,524.0
1jsd,3zp6,746.0
1jsd,1mqm,537.0
1jsd,3zp2,743.0
1jsd,3zp1,747.0
1jsd,3zp0,747.0
1jsd,4uo8,514.0
1jsd,3m5i,412.0
1jsd,4uo9,518.0
1jsd,4bh0,727.0
1jsd,4n64,464.0
1jsd,2wrf,735.0
1jsd,2wre,733.0
1jsd,2wrd,732.0
1jsd,4n60,464.0
1jsd,4n61,464.0
1jsd,4n62,464.0
1jsd,4n63,464.0
1jsd,4cr0,749.0
1jsd,1eo8,524.0
1jsd,2wrh,793.0
1jsd,4cz0,502.0
1jsd,2yp5,502.0
1jsd,4ln4,431.0
1jsd,4ju0,731.0
1jsd,1ti8,441.0
1jsd,1rd8,782.0
1jsd,3vun,527.0
1jsd,2yp4,502.0
1jsd,1ru7,775.0
1jsd,4dj6,471.0
1jsd,4dj7,471.0
1jsd,4bsi,464.0
1jsd,3m6s,714.0
1jsd,4o58,535.0
1jsd,4bsf,464.0
1jsd,4dj8,471.0
1jsd,4bsd,468.0
1jsd,4bsc,468.0
1jsd,4bsb,468.0
1jsd,4bsa,468.0
1jsd,2wr7,729.0
1jsd,2wr5,742.0
1jsd,2wr4,742.0
1jsd,4i78,652.0
1jsd,2wr2,764.0
1jsd,2wr1,764.0
1jsd,2wr0,764.0
1jsd,4k65,727.0
1jsd,4k64,724.0
1jsd,4k67,727.0
1jsd,4py8,782.0
1jsd,4nm8,523.0
1jsd,4k63,724.0
1jsd,4k62,724.0
1jsd,4bsg,464.0
1jsd,1mqn,537.0
1jsd,3ku5,753.0
1jsd,3ku6,759.0
1jsd,4bse,464.0
1jsd,3ku3,753.0
1jsd,4lkj,435.0
1jsd,2hmg,524.0
1jsd,4jug,800.0
1jsd,4fqv,461.0
1jsd,4o5i,496.0
1jsd,4juk,746.0
1jsd,4juj,800.0
1jsd,4jum,710.0
1jsd,4jul,720.0
1jsd,4o5n,496.0
1jsd,4jun,719.0
1jsd,1ken,524.0
1jsd,4kdn,745.0
1jsd,4gxu,782.0
1jsd,2yp3,502.0
1jsd,2yp2,502.0
1jsd,4uny,521.0
1jsd,4bh1,727.0
1jsd,2yp7,499.0
1jsd,4n5k,464.0
1jsd,4n5j,464.0
1jsd,4uo0,520.0
1jsd,4uo1,520.0
1jsd,2yp9,499.0
1jsd,4uo3,524.0
1jsd,4uo4,514.0
1jsd,4uo5,514.0
1jsd,4uo6,514.0
1jsd,4uo7,514.0
1jsd,4lkg,442.0
1jsd,4n5y,731.0
1jsd,4n5z,734.0
1jsd,4lki,435.0
1jsd,4lkh,442.0
1jsd,4lkk,435.0
1jsd,3htt,804.0
1jsd,1hgf,524.0
1jsd,1hgg,524.0
1jsd,1hgd,525.0
1jsd,1hge,525.0
1jsd,4fiu,724.0
1jsd,4lcx,442.0
1jsd,3ubn,725.0
1jsd,1hgj,524.0
1jsd,4bh4,733.0
1jsd,1hgh,524.0
1jsd,1hgi,524.0
1jsd,4unz,521.0
1jsd,3eyk,519.0
1jsd,4kon,441.0
1jsd,3eyj,519.0
1jsd,2yp8,499.0
1jsd,3ztj,524.0
1jsd,4kwm,741.0
1jsd,4d00,489.0
1jsd,4k66,727.0
1jsd,3uyw,332.0
1jsd,4kdq,722.0
1jsd,2ibx,748.0
1jsd,3uyx,334.0
1jsd,3ube,725.0
1jsd,2ypg,524.0
1jsd,3m5j,412.0
1jsd,4m5z,324.0
1jsd,3m5h,412.0
1jsd,3m5g,412.0
1jsd,4uoa,514.0
1jsd,3ubj,725.0
1jsd,4bsh,464.0
1jsd,3gbm,736.0
1jsd,3gbn,782.0
1jsd,4gms,535.0
1jsd,3r2x,793.0
1jsd,4fp8,368.0
1jsd,4kdo,745.0
1jsd,3zp3,743.0
1jsd,4kdm,745.0
1jsd,4unx,521.0
1jsd,4kth,745.0
1jsd,3al4,714.0
3ubq,3zpb,1003.0
3ubq,4uo2,562.0
3ubq,4jtv,1700.0
3ubq,3sm5,1281.0
3ubq,3sdy,547.0
3ubq,3qqe,982.0
3ubq,4h32,713.0
3ubq,3qqb,982.0
3ubq,4jtx,1703.0
3ubq,1rvz,1352.0
3ubq,1rvx,1352.0
3ubq,4kps,798.0
3ubq,1mql,556.0
3ubq,4kpq,798.0
3ubq,4edb,1290.0
3ubq,3lzg,1718.0
3ubq,3lzf,1481.0
3ubq,1rvt,1493.0
3ubq,4bh2,975.0
3ubq,3eym,548.0
3ubq,4hfu,967.0
3ubq,4bgw,993.0
3ubq,4gxx,1459.0
3ubq,4bgz,965.0
3ubq,4bgy,993.0
3ubq,4bgx,993.0
3ubq,4f15,1046.0
3ubq,4bh3,975.0
3ubq,1qfu,548.0
3ubq,3zp6,1003.0
3ubq,1mqm,556.0
3ubq,3zp2,995.0
3ubq,3zp1,999.0
3ubq,3zp0,999.0
3ubq,4uo8,560.0
3ubq,3m5i,472.0
3ubq,4uo9,561.0
3ubq,4bh0,965.0
3ubq,4n64,492.0
3ubq,2wrf,955.0
3ubq,2wre,960.0
3ubq,2wrd,960.0
3ubq,4n60,492.0
3ubq,4n61,492.0
3ubq,4n62,492.0
3ubq,4n63,492.0
3ubq,4cr0,984.0
3ubq,1eo8,548.0
3ubq,2wrh,1380.0
3ubq,4cz0,555.0
3ubq,2yp5,537.0
3ubq,4ln4,484.0
3ubq,4ju0,1714.0
3ubq,1ti8,482.0
3ubq,1rd8,1470.0
3ubq,3vun,548.0
3ubq,2yp4,537.0
3ubq,1ru7,1352.0
3ubq,4dj6,498.0
3ubq,4dj7,498.0
3ubq,4bsi,499.0
3ubq,3m6s,1687.0
3ubq,4o58,541.0
3ubq,4bsf,492.0
3ubq,4dj8,498.0
3ubq,4bsd,492.0
3ubq,4bsc,492.0
3ubq,4bsb,492.0
3ubq,4bsa,492.0
3ubq,2wr7,947.0
3ubq,2wr5,982.0
3ubq,2wr4,982.0
3ubq,4i78,724.0
3ubq,2wr2,993.0
3ubq,2wr1,993.0
3ubq,2wr0,993.0
3ubq,4k65,953.0
3ubq,4k64,968.0
3ubq,4k67,953.0
3ubq,4py8,1470.0
3ubq,4nm8,547.0
3ubq,4k63,968.0
3ubq,4k62,968.0
3ubq,4bsg,499.0
3ubq,1mqn,556.0
3ubq,3ku5,969.0
3ubq,3ku6,975.0
3ubq,4bse,492.0
3ubq,3ku3,982.0
3ubq,4lkj,482.0
3ubq,2hmg,548.0
3ubq,4jug,1474.0
3ubq,4fqv,491.0
3ubq,4o5i,525.0
3ubq,4juk,981.0
3ubq,4juj,1474.0
3ubq,4jum,977.0
3ubq,4jul,963.0
3ubq,4o5n,525.0
3ubq,4jun,972.0
3ubq,1ken,548.0
3ubq,4kdn,987.0
3ubq,4gxu,1470.0
3ubq,2yp3,537.0
3ubq,2yp2,537.0
3ubq,4uny,556.0
3ubq,4bh1,965.0
3ubq,2yp7,526.0
3ubq,4n5k,492.0
3ubq,4n5j,492.0
3ubq,4uo0,562.0
3ubq,4uo1,562.0
3ubq,2yp9,526.0
3ubq,4uo3,563.0
3ubq,4uo4,560.0
3ubq,4uo5,560.0
3ubq,4uo6,560.0
3ubq,4uo7,560.0
3ubq,4lkg,495.0
3ubq,4n5y,982.0
3ubq,4n5z,976.0
3ubq,4lki,482.0
3ubq,4lkh,495.0
